0,chunk,content
,"[62544] ""h e   l i t e r a t u r e   t a u g h t   m e   t h a t   ‘ d e c o l o n i a l i t y ’   w a s   t h e   r e s p o n s e   t o   c o l o n i a l i t y   a n d   t h e   E u r o c e n t r i c / W e s t e r n -   n o r m a t i v e   f r a m e w o r k   i n t r o d u c"" [62675] ""e d   i n   c o l o n i s e d   s o c i e t i e s   b y   t h e   E u r o p e a n   c o l o n i s e r .   T h e   g o a l   o f   d e c o l o n i a l i t y   w a s   t o   u n s h a c k l e   h i t h e r t o   c o l o n i s e d   s o c i e t i e s   f r o m   t"" [62808] ""h e   t o t a l i s i n g   u n i v e r s a l i s m s   o f   E u r o p e a n   c o l o n i a l i s m   a n d   i t s   c u r r e n t - d a y   s u c c e s s o r ,   W e s t e r n   i m p e r i a l i s m ,   i n   o r d e r   t o   r e s t o r e   a g e n c y   a n""","
Decolonality is the response to colonialism and Eurocentric/Western-normative frameworks introduced in colonized societies by the European colonizers. It seeks to unshackle these societies from the totalizing universalisms of European colonialism and its current-day successor, Western imperialism, so that agency and self-determination can be returned to the colonized people. Decolonality is an important concept for understanding the dynamics of colonialism and imperialism and their effects on people and cultures. #Decolonality #Colonialism #Imperialism #SelfDetermination"
,"[62675] ""e d   i n   c o l o n i s e d   s o c i e t i e s   b y   t h e   E u r o p e a n   c o l o n i s e r .   T h e   g o a l   o f   d e c o l o n i a l i t y   w a s   t o   u n s h a c k l e   h i t h e r t o   c o l o n i s e d   s o c i e t i e s   f r o m   t"" [62808] ""h e   t o t a l i s i n g   u n i v e r s a l i s m s   o f   E u r o p e a n   c o l o n i a l i s m   a n d   i t s   c u r r e n t - d a y   s u c c e s s o r ,   W e s t e r n   i m p e r i a l i s m ,   i n   o r d e r   t o   r e s t o r e   a g e n c y   a n"" [62936] ""d   d i g n i t y   t o   t h e i r   c o n s c i o u s n e s s .   T h e   m o r e   I   r e a d   t h e   l i t e r a t u r e   o n   c o l o n i a l i t y ,   t h e   m o r e   I   r e a l i s e d   t h a t   t h e r e   w a s   a   c l e a r   a n d""","
Decolonization is the process of undoing the damaging impact of European colonialism on formerly colonized societies. It seeks to restore the agency and dignity of these societies that were previously denied by their colonizers. People who have experienced or are currently experiencing colonialism are reclaiming their identities and striving to create a more equitable and just world order. #Decolonization #Colonialism #Justice #Equity #Identity #Freedom."
,"[62808] ""h e   t o t a l i s i n g   u n i v e r s a l i s m s   o f   E u r o p e a n   c o l o n i a l i s m   a n d   i t s   c u r r e n t - d a y   s u c c e s s o r ,   W e s t e r n   i m p e r i a l i s m ,   i n   o r d e r   t o   r e s t o r e   a g e n c y   a n"" [62936] ""d   d i g n i t y   t o   t h e i r   c o n s c i o u s n e s s .   T h e   m o r e   I   r e a d   t h e   l i t e r a t u r e   o n   c o l o n i a l i t y ,   t h e   m o r e   I   r e a l i s e d   t h a t   t h e r e   w a s   a   c l e a r   a n d"" [63067] ""i n a d v e r t e n t   h a n d s h a k e   b e t w e e n   s u c h   l i t e r a t u r e   a n d   t h e   w o r k s   o f   D r .   B a l a g a n g a d h a r a   a n d   D r .   D e   R o o v e r   o n   c o l o n i a l   c o n s c i o u s n e s s .   T h i s""","
Colonial consciousness has been an underlying theme throughout the literature on colonialism and its modern successor, Western imperialism. [62808] The Totalising Universalisms of European colonialism has been explored to understand how agency and dignity can be restored to those affected by it. [62936] There appears to be an implicit handshake between literature on colonialism and the works of Dr. Balagangadhara and Dr. De Roover on colonial consciousness. [63067] This connection has shed light on the far-reaching effects of colonialism and the importance of recognizing its legacy in contemporary society. #Colonialism #Imperialism #Agency #Dignity"
,"[62936] ""d   d i g n i t y   t o   t h e i r   c o n s c i o u s n e s s .   T h e   m o r e   I   r e a d   t h e   l i t e r a t u r e   o n   c o l o n i a l i t y ,   t h e   m o r e   I   r e a l i s e d   t h a t   t h e r e   w a s   a   c l e a r   a n d"" [63067] ""i n a d v e r t e n t   h a n d s h a k e   b e t w e e n   s u c h   l i t e r a t u r e   a n d   t h e   w o r k s   o f   D r .   B a l a g a n g a d h a r a   a n d   D r .   D e   R o o v e r   o n   c o l o n i a l   c o n s c i o u s n e s s .   T h i s"" [63194] ""t o l d   m e   t h a t   a t   t h e   v e r y   l e a s t   t h e     f r a m e w o r k   m e r i t e d   s e r i o u s   c o n s i d e r a t i o n ,   w h e t h e r   o r   n o t   i t   h e l d   a l l   t h e   a n s w e r s   t o   c o n s c i o""","
Colonial consciousness is a term that has been discussed by scholars such as Dr. Balagangadhara and Dr. De Rover in their works. They emphasize the importance of dignity and awareness in regards to coloniality. It is suggested that the framework of colonial consciousness deserves serious consideration, whether or not it holds all the answers. The more literature on coloniality is read, the more the significance of this concept becomes apparent."
,"[63067] ""i n a d v e r t e n t   h a n d s h a k e   b e t w e e n   s u c h   l i t e r a t u r e   a n d   t h e   w o r k s   o f   D r .   B a l a g a n g a d h a r a   a n d   D r .   D e   R o o v e r   o n   c o l o n i a l   c o n s c i o u s n e s s .   T h i s"" [63194] ""t o l d   m e   t h a t   a t   t h e   v e r y   l e a s t   t h e     f r a m e w o r k   m e r i t e d   s e r i o u s   c o n s i d e r a t i o n ,   w h e t h e r   o r   n o t   i t   h e l d   a l l   t h e   a n s w e r s   t o   c o n s c i o"" [63326] ""u s n e s s - r e l a t e d   q u e s t i o n s   f a c e d   b y   c o n t e m p o r a r y   B h a r a t .   A l s o ,   t h e   f r a m e w o r k   g a v e   m e   t h e   o p p o r t u n i t y   t o   c a l l   o u t   t h e   d o u b l e   s t a n d a r d s""","
[63067] Colonial consciousness has been studied extensively by scholars such as Dr. Balagangadhar and Dr. De Roover. Their work has highlighted the inadvertent handshake between literature and colonial consciousness. [63194] The framework of literature and colonial consciousness could be seriously considered as a potential source of answers for contemporary Bharat. [63326] This framework has also highlighted the double standards concerning colonial consciousness-related questions."
,"[63194] ""t o l d   m e   t h a t   a t   t h e   v e r y   l e a s t   t h e     f r a m e w o r k   m e r i t e d   s e r i o u s   c o n s i d e r a t i o n ,   w h e t h e r   o r   n o t   i t   h e l d   a l l   t h e   a n s w e r s   t o   c o n s c i o"" [63326] ""u s n e s s - r e l a t e d   q u e s t i o n s   f a c e d   b y   c o n t e m p o r a r y   B h a r a t .   A l s o ,   t h e   f r a m e w o r k   g a v e   m e   t h e   o p p o r t u n i t y   t o   c a l l   o u t   t h e   d o u b l e   s t a n d a r d s"" [63455] ""t h a t   w e r e   b e i n g   a p p l i e d   t o   d e c o l o n i a l   m o v e m e n t s   i n   o t h e r   d e c o l o n i s e d   s o c i e t i e s   o n   t h e   o n e   h a n d ,   a n d   t h e   I n d i c   m o v e m e n t   f o r   c u l t u r""","
The framework proposed in the book [63194] provides an opportunity to consider the consciousness-related questions faced by contemporary Bharat. It also highlights the double standards that are applied to decolonial movements in other decolonized societies [63326]. Moreover, the framework provides an analysis of the Indic movement for cultural and political reform in the modern context [63455], allowing for a deeper understanding of the various issues at play."
,"[63326] ""u s n e s s - r e l a t e d   q u e s t i o n s   f a c e d   b y   c o n t e m p o r a r y   B h a r a t .   A l s o ,   t h e   f r a m e w o r k   g a v e   m e   t h e   o p p o r t u n i t y   t o   c a l l   o u t   t h e   d o u b l e   s t a n d a r d s"" [63455] ""t h a t   w e r e   b e i n g   a p p l i e d   t o   d e c o l o n i a l   m o v e m e n t s   i n   o t h e r   d e c o l o n i s e d   s o c i e t i e s   o n   t h e   o n e   h a n d ,   a n d   t h e   I n d i c   m o v e m e n t   f o r   c u l t u r"" [63586] ""a l   d e c o l o n i s a t i o n   a n d   r e c l a m a t i o n   o f   i t s   c i v i l i s a t i o n a l   i d e n t i t y   o n   t h e   o t h e r .   W h i l e   t h e   f o r m e r   h a s   r e c e i v e d   s e r i o u s   a n d   p o s i t i v e   a""","
The contemporary Bharat is facing multiple business-related questions, such as the double standards that are being applied to decolonization movements in other decolonized societies on one hand, and the Indic movement for cultural decolonization and reclaiming of its civilizational identity on the other. These double standards have been met with serious and positive attention, but the Indic movement has received relatively little attention. This highlights the need for further exploration into the business-related questions that the contemporary Bharat is facing."
,"[63455] ""t h a t   w e r e   b e i n g   a p p l i e d   t o   d e c o l o n i a l   m o v e m e n t s   i n   o t h e r   d e c o l o n i s e d   s o c i e t i e s   o n   t h e   o n e   h a n d ,   a n d   t h e   I n d i c   m o v e m e n t   f o r   c u l t u r"" [63586] ""a l   d e c o l o n i s a t i o n   a n d   r e c l a m a t i o n   o f   i t s   c i v i l i s a t i o n a l   i d e n t i t y   o n   t h e   o t h e r .   W h i l e   t h e   f o r m e r   h a s   r e c e i v e d   s e r i o u s   a n d   p o s i t i v e   a"" [63717] ""t t e n t i o n ,   t h e   l a t t e r   h a s   b e e n   b r a n d e d   i l l i b e r a l ,   x e n o p h o b i c   a n d   l a c k i n g   i n   h i s t o r i c a l   b a s i s .   T h i s   h y p o c r i s y   n e e d e d   t o   b e   c a l l e d   o u t""","
The hypocrisy of the colonial movement in other de-colonised societies has been evident with the positive reception of the former and the negative reception of the Indian movement for cultural decolonisation and reclamation of its civilisational identity. This double standard has been criticised for branding the Indian movement as illiberal, xenophobic and lacking a historical basis. This issue needs to be addressed to create a more balanced approach to decolonisation."
,"[63586] ""a l   d e c o l o n i s a t i o n   a n d   r e c l a m a t i o n   o f   i t s   c i v i l i s a t i o n a l   i d e n t i t y   o n   t h e   o t h e r .   W h i l e   t h e   f o r m e r   h a s   r e c e i v e d   s e r i o u s   a n d   p o s i t i v e   a"" [63717] ""t t e n t i o n ,   t h e   l a t t e r   h a s   b e e n   b r a n d e d   i l l i b e r a l ,   x e n o p h o b i c   a n d   l a c k i n g   i n   h i s t o r i c a l   b a s i s .   T h i s   h y p o c r i s y   n e e d e d   t o   b e   c a l l e d   o u t"" [63844] "".   B y   t h e   ﬁ r s t   w e e k   o f   M a y   2 0 2 0 ,   I   b e g a n   w r i t i n g   a   F r i d a y   c o l u m n ,   ‘ I n d i c   V i e w s ’ ,   i n   T h e   D a i l y   G u a r d i a n   o n   t h e   i n t e r p l a y   b e t w e e n""","
The decolonization and reclamation of its civilizational identity is a major topic in the book. It has been seen that while the former has received serious and positive attention, the latter has been branded as illiberal, xenophobic, and lacking a historical basis. This hypocrisy needs to be addressed and the book provides an insightful look into the interplay between decolonization and the reclamation of civilizational identity. The book also highlights the importance of understanding the implications of such a process and the need for a more nuanced approach to the issue."
,"[63717] ""t t e n t i o n ,   t h e   l a t t e r   h a s   b e e n   b r a n d e d   i l l i b e r a l ,   x e n o p h o b i c   a n d   l a c k i n g   i n   h i s t o r i c a l   b a s i s .   T h i s   h y p o c r i s y   n e e d e d   t o   b e   c a l l e d   o u t"" [63844] "".   B y   t h e   ﬁ r s t   w e e k   o f   M a y   2 0 2 0 ,   I   b e g a n   w r i t i n g   a   F r i d a y   c o l u m n ,   ‘ I n d i c   V i e w s ’ ,   i n   T h e   D a i l y   G u a r d i a n   o n   t h e   i n t e r p l a y   b e t w e e n"" [63975] ""c i v i l i s a t i o n   a n d   t h e   C o n s t i t u t i o n   a p p r o a c h e d   t h r o u g h   t h e   l e n s   o f   d e c o l o n i a l i t y .   T h e   c o l u m n   r e c e i v e d   p o s i t i v e   f e e d b a c k   f o r   i t s   t a k e""","
The Daily Guardian's Friday column “Indic Views” has been praised for its discussion on the interplay between civilization and the Constitution through the lens of decolonality. This column has been lauded for its ability to call out the hypocrisy of those branded as illiberal, xenophobic and lacking in historical basis. [63717], [63844], [63975] #IndicViews #Decolonality #DailyGuardian"
,"[63844] "".   B y   t h e   ﬁ r s t   w e e k   o f   M a y   2 0 2 0 ,   I   b e g a n   w r i t i n g   a   F r i d a y   c o l u m n ,   ‘ I n d i c   V i e w s ’ ,   i n   T h e   D a i l y   G u a r d i a n   o n   t h e   i n t e r p l a y   b e t w e e n"" [63975] ""c i v i l i s a t i o n   a n d   t h e   C o n s t i t u t i o n   a p p r o a c h e d   t h r o u g h   t h e   l e n s   o f   d e c o l o n i a l i t y .   T h e   c o l u m n   r e c e i v e d   p o s i t i v e   f e e d b a c k   f o r   i t s   t a k e"" [64103] ""o n   a   n e w   a p p r o a c h   t o   c o n s t i t u t i o n a l i s m .   B y   e a r l y   S e p t e m b e r   2 0 2 0 ,   a f t e r   w r i t i n g   c l o s e   t o   1 8   p i e c e s   u n d e r   t h e   c o l u m n ,   I   k n e w   I   w a s""","
I have been writing the 'Indic Views' column for The Daily Guardian since May 2020. The column focuses on the interplay between civilization and the Constitution, viewed through the lens of decolonization. It has received positive feedback for its innovative approach to constitutionalism. After writing close to 18 pieces under the column, I am now confident that I can contribute to a meaningful discussion about constitutionalism and decolonization."
